user_id,city,order_frequency,avg_order_value,segment,restaurant_id,cuisine,rating,item_id,category,hour_of_day,is_lunch,is_dinner,cart_size,addon_accepted
442,San Jose,6,12.237672371290643,Budget,158,Thai,4.2,1559,Main,20,False,True,4,False
26,Los Angeles,6,12.607369039445244,Budget,57,Indian,5.0,959,Dessert,10,False,False,2,False
973,San Diego,7,13.232842797643606,Budget,119,Korean,3.2,1338,Drink,14,True,False,5,False
15,Philadelphia,3,9.881109180628439,Premium,148,French,4.1,891,Main,22,False,False,5,False
417,Dallas,6,26.32524544823855,Premium,49,Mexican,4.3,1340,Side,15,False,False,1,False
884,Dallas,5,48.97094231744648,Premium,27,French,3.5,558,Side,20,False,True,5,True
489,Houston,6,11.9924875328257,Budget,107,Greek,3.5,1260,Dessert,8,False,False,3,False
991,Los Angeles,3,5.919319440473709,Budget,78,Japanese,3.8,423,Drink,15,False,False,1,False
967,Chicago,5,4.528528581929892,Budget,24,Mexican,2.2,905,Side,22,False,False,4,False
569,Houston,3,7.131872271708684,Budget,9,Thai,3.6,774,Drink,21,False,True,3,False
923,Houston,4,49.02780173673987,Premium,51,American,3.9,1363,Dessert,12,True,False,3,False
362,San Diego,9,13.33471880122272,Premium,135,French,4.8,1769,Side,18,False,True,2,False
726,Chicago,9,8.913453736447376,Budget,108,French,4.2,1299,Side,12,True,False,4,True
96,Los Angeles,4,7.909025812034939,Budget,74,Thai,4.3,1983,Side,11,True,False,1,False
406,Chicago,4,24.552146800671576,Budget,80,Korean,3.5,1544,Drink,14,True,False,2,True
443,Chicago,10,7.253551531290533,Budget,95,American,3.4,1539,Drink,20,False,True,1,False
57,San Diego,8,10.63850289712026,Budget,174,Thai,3.9,1823,Side,16,False,False,1,False
994,Dallas,6,20.46770517325547,Premium,46,Indian,4.1,842,Drink,18,False,True,5,True
8,Dallas,10,24.402228415378012,Premium,172,Thai,4.3,180,Dessert,16,False,False,2,False
242,Dallas,4,8.18071789893897,Budget,14,Japanese,3.8,601,Side,21,False,True,1,True
918,San Diego,8,9.745832350374869,Budget,16,Italian,4.4,340,Main,19,False,True,5,True
715,San Jose,6,5.43063791232243,Budget,174,Thai,3.9,1268,Drink,8,False,False,2,False
933,Dallas,4,14.57721024032403,Premium,87,Chinese,4.0,266,Drink,18,False,True,3,True
929,Phoenix,5,22.788826852433296,Budget,75,Indian,3.7,1335,Dessert,9,False,False,1,True
383,New York,5,15.152263283853465,Premium,67,Mexican,3.9,1000,Dessert,18,False,True,2,True
845,Houston,11,14.006786037925362,Budget,145,Korean,4.0,17,Side,10,False,False,4,False
761,Houston,6,6.899235525771457,Budget,168,Mexican,3.1,351,Drink,13,True,False,2,True
535,Phoenix,6,21.748331294032415,Budget,134,Korean,4.0,1733,Main,16,False,False,3,False
506,San Jose,3,28.856876695513456,Budget,108,French,4.2,60,Dessert,9,False,False,1,False
456,Houston,6,9.526227425183496,Budget,114,Greek,4.1,708,Dessert,11,True,False,1,True
256,Houston,11,10.607839996627145,Budget,19,Indian,4.0,1222,Drink,9,False,False,2,False
250,Dallas,6,23.32219920164135,Budget,56,Korean,4.3,498,Main,16,False,False,1,False
54,Chicago,4,8.923160857902882,Budget,30,Italian,4.3,1711,Main,9,False,False,5,False
828,San Diego,3,7.575870416531056,Budget,173,French,3.7,1054,Drink,20,False,True,3,True
850,Houston,4,5.4851970356307715,Budget,106,Thai,3.9,1512,Side,10,False,False,3,False
307,Philadelphia,9,18.751537380581784,Premium,198,Japanese,4.8,907,Main,12,True,False,5,False
16,San Antonio,7,33.82654362600106,Premium,98,Indian,4.1,1761,Main,9,False,False,1,True
629,Phoenix,5,19.671933213813624,Budget,9,Thai,3.6,1929,Drink,16,False,False,2,False
143,Los Angeles,4,19.35175833648577,Premium,171,Japanese,4.9,1403,Drink,22,False,False,4,False
248,Houston,4,8.681048489721054,Budget,5,Mexican,3.8,1057,Main,13,True,False,1,False
552,Los Angeles,8,9.469504887152526,Budget,80,Korean,3.5,482,Drink,20,False,True,1,False
225,San Jose,8,12.63534920017172,Budget,58,Mexican,3.7,294,Dessert,10,False,False,2,True
703,Philadelphia,9,13.75553112104555,Budget,7,Greek,4.1,49,Dessert,19,False,True,5,False
216,Phoenix,6,8.615366413409284,Budget,161,Greek,3.6,765,Side,16,False,False,4,False
300,San Antonio,9,11.643328544399747,Budget,43,Greek,4.6,154,Side,18,False,True,3,True
469,San Antonio,4,12.777324796892392,Budget,114,Greek,4.1,1755,Main,15,False,False,1,True
671,Los Angeles,3,11.221509157408372,Budget,131,French,4.4,845,Side,18,False,True,1,False
293,Houston,5,9.183033638943218,Budget,13,American,4.7,1740,Main,19,False,True,4,False
373,San Jose,10,10.817362018672817,Budget,194,Thai,4.2,300,Dessert,9,False,False,4,True
53,Los Angeles,2,23.11532769044041,Premium,31,Italian,4.0,954,Main,16,False,False,5,False
366,San Jose,4,10.971200654185239,Budget,67,Mexican,3.9,1860,Main,10,False,False,5,False
241,San Diego,3,18.756682953241913,Budget,72,Italian,4.2,1714,Dessert,19,False,True,5,False
150,San Diego,6,13.44056520636521,Budget,144,French,4.2,430,Main,20,False,True,5,True
387,San Jose,10,24.440365311513457,Budget,149,American,4.2,126,Drink,12,True,False,2,False
53,Los Angeles,2,23.11532769044041,Premium,179,Japanese,4.2,1257,Dessert,8,False,False,3,False
489,Houston,6,11.9924875328257,Budget,167,Thai,4.8,774,Side,18,False,True,3,False
53,Los Angeles,2,23.11532769044041,Premium,90,Mexican,4.4,439,Main,21,False,True,3,True
111,Phoenix,6,16.897789730139113,Budget,68,Mexican,4.1,419,Side,13,True,False,3,False
762,Philadelphia,8,7.795800578497898,Budget,45,American,4.1,723,Drink,13,True,False,5,True
393,San Jose,5,5.679507388747802,Budget,84,Japanese,3.4,640,Dessert,14,True,False,3,True
174,New York,11,25.075275028838195,Budget,56,Korean,4.3,44,Drink,10,False,False,3,False
634,New York,4,21.053401402560823,Premium,184,Greek,3.4,832,Drink,17,False,False,5,False
789,Los Angeles,7,14.319077530968544,Budget,107,Greek,3.5,565,Drink,9,False,False,3,True
703,Philadelphia,9,13.75553112104555,Budget,169,Mexican,3.9,1883,Dessert,13,True,False,3,False
716,Philadelphia,6,23.33195415330161,Premium,171,Japanese,4.9,88,Drink,11,True,False,5,False
427,Dallas,4,13.037169428157318,Premium,18,Korean,4.4,284,Main,8,False,False,2,True
528,Chicago,3,15.261415458278258,Budget,131,French,4.4,1390,Main,22,False,False,5,False
183,Philadelphia,5,30.14412551003477,Budget,88,French,3.8,1912,Dessert,22,False,False,3,False
268,Dallas,7,16.254650185446682,Budget,110,Indian,3.7,374,Dessert,22,False,False,1,False
717,Chicago,7,13.60454943310976,Budget,173,French,3.7,1620,Dessert,22,False,False,3,False
990,Phoenix,5,15.656647448402365,Budget,78,Japanese,3.8,1948,Side,12,True,False,3,False
538,San Jose,3,9.995746416183602,Budget,95,American,3.4,176,Drink,9,False,False,1,False
995,Dallas,5,7.627628421994414,Budget,88,French,3.8,1395,Main,22,False,False,1,False
610,Los Angeles,5,51.86500822074653,Premium,50,French,3.8,200,Dessert,14,True,False,3,True
34,Houston,4,78.26375394930282,Premium,104,Korean,4.0,685,Drink,17,False,False,2,False
314,Dallas,6,9.126980830686833,Budget,139,Italian,3.8,1335,Dessert,13,True,False,1,True
125,New York,3,15.528204232020173,Budget,135,French,4.8,1305,Dessert,15,False,False,1,False
147,Chicago,11,6.034059725315738,Budget,13,American,4.7,1852,Drink,19,False,True,2,False
308,Philadelphia,7,32.34428272864616,Premium,185,Mexican,4.3,15,Main,8,False,False,4,False
436,Chicago,3,18.723771944043943,Budget,70,Japanese,4.2,558,Dessert,20,False,True,5,False
645,Houston,5,14.682763868055892,Budget,5,Mexican,3.8,1145,Drink,16,False,False,4,False
351,Phoenix,5,27.92780630361102,Premium,136,Chinese,3.6,284,Main,17,False,False,2,False
534,Philadelphia,7,10.420646767873558,Budget,117,Japanese,3.6,437,Side,12,True,False,5,True
457,San Antonio,4,31.454218208951165,Premium,48,Japanese,3.8,389,Main,14,True,False,5,False
876,Chicago,7,22.1905914494825,Budget,81,Korean,3.8,633,Dessert,11,True,False,3,False
25,Houston,3,5.610659578041228,Budget,113,Chinese,3.0,706,Main,12,True,False,4,False
815,Philadelphia,3,17.170224973079506,Budget,4,Chinese,4.4,1416,Main,9,False,False,1,False
200,Philadelphia,7,15.275762865578624,Budget,55,American,3.0,262,Main,19,False,True,3,True
192,Phoenix,7,10.530280990032116,Budget,54,Japanese,4.0,1510,Drink,9,False,False,5,False
660,New York,2,18.24207825922815,Budget,133,Indian,4.3,1409,Drink,19,False,True,2,True
230,San Jose,7,21.82707940811181,Budget,155,Korean,3.9,311,Dessert,19,False,True,1,True
181,Chicago,4,7.383073350288584,Budget,37,American,3.9,845,Side,11,True,False,2,True
110,Chicago,7,9.7540367101193,Budget,120,Chinese,5.0,910,Side,8,False,False,5,False
381,New York,7,8.023931784457407,Budget,37,American,3.9,1137,Side,14,True,False,1,True
618,San Jose,5,15.700781118960183,Budget,25,Italian,4.2,1480,Main,10,False,False,4,True
158,San Jose,5,15.098974885294457,Premium,196,Indian,4.3,353,Main,13,True,False,3,False
466,Chicago,5,16.064720751352755,Budget,154,Indian,4.6,1787,Drink,18,False,True,5,True
70,Chicago,7,9.366340726275691,Budget,104,Korean,4.0,340,Drink,11,True,False,2,True
454,Philadelphia,5,11.80163065106438,Budget,45,American,4.1,1481,Drink,15,False,False,2,False
234,Houston,5,20.63511444240603,Premium,25,Italian,4.2,1892,Drink,8,False,False,4,True
973,San Diego,7,13.232842797643606,Budget,192,Thai,4.7,50,Side,10,False,False,4,True
298,Los Angeles,9,13.326984518995424,Budget,2,Japanese,3.2,1218,Dessert,16,False,False,4,False
872,Philadelphia,5,18.26484924914795,Budget,173,French,3.7,637,Main,22,False,False,1,True
694,Phoenix,7,26.42101757752242,Premium,66,Chinese,3.8,1933,Dessert,10,False,False,3,False
266,Phoenix,6,8.805417974587451,Budget,159,Japanese,4.1,252,Drink,20,False,True,4,False
513,Chicago,3,19.997941216813043,Budget,59,Korean,4.2,715,Main,15,False,False,5,False
750,San Antonio,4,17.27645180198698,Budget,83,American,3.3,720,Dessert,11,True,False,4,False
400,San Antonio,1,9.548515696313597,Budget,149,American,4.2,977,Side,14,True,False,4,True
839,San Jose,5,26.034838677361158,Premium,3,French,3.9,1220,Main,15,False,False,2,False
337,Houston,6,10.994074592536434,Budget,84,Japanese,3.4,1320,Main,18,False,True,2,True
133,Houston,7,9.300983617093413,Budget,174,Thai,3.9,1712,Side,16,False,False,5,False
333,Houston,4,11.62645336775952,Budget,133,Indian,4.3,1306,Main,12,True,False,1,False
157,Chicago,8,40.8641080504759,Premium,179,Japanese,4.2,1932,Main,12,True,False,1,False
442,San Jose,6,12.237672371290643,Budget,141,Mexican,4.9,1189,Dessert,8,False,False,4,True
119,Chicago,6,7.325811360644323,Budget,100,Mexican,4.0,366,Drink,22,False,False,2,False
372,San Diego,5,12.216961984100422,Premium,8,Mexican,4.0,1011,Drink,21,False,True,5,False
446,Dallas,4,24.8406905878925,Premium,185,Mexican,4.3,19,Main,18,False,True,2,True
453,Dallas,10,8.166012452373865,Budget,139,Italian,3.8,3,Drink,8,False,False,2,False
14,Houston,9,7.774864500089097,Budget,23,Thai,4.6,1721,Drink,13,True,False,5,True
76,Phoenix,5,35.75258567915535,Premium,95,American,3.4,1414,Dessert,9,False,False,2,False
227,Houston,5,8.223576976817197,Budget,41,French,3.4,1566,Main,19,False,True,3,False
403,San Jose,9,18.76133925000958,Budget,189,American,3.2,691,Main,18,False,True,2,True
137,San Jose,3,13.37494769658254,Budget,29,American,3.9,1409,Drink,14,True,False,1,False
255,Los Angeles,8,17.9820347168835,Premium,156,Chinese,2.8,1757,Side,13,True,False,2,True
380,Dallas,7,26.545109480484058,Premium,29,American,3.9,172,Main,15,False,False,3,False
275,San Antonio,4,12.817637393685494,Budget,85,Indian,4.1,50,Main,15,False,False,3,True
43,Philadelphia,9,13.514181705785228,Premium,145,Korean,4.0,349,Main,19,False,True,1,True
987,San Antonio,7,10.064962444640242,Budget,188,Italian,4.9,828,Drink,14,True,False,2,False
564,San Jose,5,8.684175234073715,Budget,162,Italian,4.1,948,Drink,14,True,False,4,False
733,Dallas,7,6.690265730373263,Premium,15,American,3.6,780,Dessert,18,False,True,1,False
335,New York,8,13.54622788970434,Premium,189,American,3.2,1791,Drink,11,True,False,2,False
165,Chicago,9,13.80032084948243,Budget,167,Thai,4.8,164,Main,9,False,False,3,True
40,San Antonio,5,20.924842086267113,Premium,126,Greek,4.3,1326,Side,14,True,False,5,True
366,San Jose,4,10.971200654185239,Budget,118,Chinese,5.0,410,Drink,22,False,False,5,False
745,San Diego,6,12.462769228767884,Budget,196,Indian,4.3,1593,Main,13,True,False,1,False
857,Los Angeles,4,11.031532586836363,Budget,15,American,3.6,1811,Side,20,False,True,1,True
844,Philadelphia,5,13.801456013180399,Budget,70,Japanese,4.2,13,Side,15,False,False,1,False
59,New York,4,4.28444544391434,Budget,152,American,2.9,1233,Main,22,False,False,1,False
15,Philadelphia,3,9.881109180628439,Premium,163,Chinese,3.5,657,Side,22,False,False,4,True
307,Philadelphia,9,18.751537380581784,Premium,200,American,2.8,875,Dessert,17,False,False,5,True
197,Phoenix,5,18.812885116624077,Premium,116,Greek,3.9,706,Side,8,False,False,3,False
677,Philadelphia,6,8.714099968257917,Budget,12,Indian,4.0,552,Side,20,False,True,3,False
383,New York,5,15.152263283853465,Premium,25,Italian,4.2,1176,Dessert,8,False,False,2,False
771,Chicago,5,12.671924333953722,Budget,118,Chinese,5.0,1703,Side,11,True,False,3,True
920,Phoenix,7,9.064426760146276,Budget,73,American,3.9,523,Side,19,False,True,2,True
891,San Jose,7,17.66178873990285,Premium,157,Italian,3.4,777,Drink,21,False,True,2,True
882,Dallas,4,17.14336995625868,Budget,92,Greek,3.8,997,Side,15,False,False,3,True
51,Chicago,5,26.923739536443286,Budget,10,French,4.3,45,Side,17,False,False,2,True
623,Dallas,4,9.107597754996005,Budget,52,Mexican,4.0,1164,Drink,13,True,False,2,False
483,Philadelphia,8,13.826438864887631,Budget,33,Korean,3.7,661,Main,10,False,False,4,False
534,Philadelphia,7,10.420646767873558,Budget,145,Korean,4.0,622,Main,14,True,False,4,True
109,Houston,6,23.18458184099758,Budget,121,Italian,3.8,661,Side,16,False,False,1,True
972,Philadelphia,4,6.65723835988481,Budget,78,Japanese,3.8,729,Main,9,False,False,1,False
552,Los Angeles,8,9.469504887152526,Budget,79,American,4.3,179,Main,10,False,False,1,False
463,Los Angeles,5,10.122351015922607,Budget,89,American,3.8,1348,Drink,19,False,True,2,False
62,Philadelphia,4,22.24042021501111,Premium,105,Japanese,2.9,1100,Drink,19,False,True,5,False
920,Phoenix,7,9.064426760146276,Budget,101,French,4.2,1863,Dessert,22,False,False,5,False
133,Houston,7,9.300983617093413,Budget,11,French,3.2,224,Main,22,False,False,3,False
304,San Jose,5,19.09769900482386,Budget,160,Chinese,4.3,960,Drink,18,False,True,5,False
309,San Antonio,9,8.404478404325992,Budget,182,Greek,4.9,1794,Side,10,False,False,4,False
234,Houston,5,20.63511444240603,Premium,103,French,3.4,134,Side,13,True,False,3,True
477,Los Angeles,7,21.252473000718403,Budget,173,French,3.7,756,Drink,11,True,False,1,False
461,New York,6,23.296142118988534,Premium,16,Italian,4.4,1259,Drink,15,False,False,5,False
861,Dallas,5,15.37710729316087,Premium,122,Greek,4.1,1067,Main,20,False,True,1,False
50,Houston,5,5.942137543263611,Budget,195,Indian,3.6,1487,Drink,19,False,True,2,False
537,Houston,5,6.678712550163862,Budget,172,Thai,4.3,853,Main,15,False,False,5,False
748,San Diego,9,11.937977347217917,Budget,54,Japanese,4.0,87,Dessert,8,False,False,2,False
630,Phoenix,2,12.50127311629466,Budget,42,Mexican,4.0,766,Side,11,True,False,2,False
521,Philadelphia,5,13.66253020392252,Budget,75,Indian,3.7,445,Drink,16,False,False,2,False
704,Los Angeles,4,4.301443432748774,Budget,173,French,3.7,1874,Side,16,False,False,5,True
134,San Jose,3,13.610582801326604,Premium,52,Mexican,4.0,915,Drink,16,False,False,3,True
438,Phoenix,4,25.073612585636308,Budget,8,Mexican,4.0,1795,Dessert,14,True,False,1,False
154,Los Angeles,6,6.661216224536963,Budget,89,American,3.8,1936,Side,20,False,True,2,False
367,Los Angeles,8,19.795817256025156,Budget,134,Korean,4.0,1163,Main,10,False,False,5,False
10,San Diego,6,5.519862183563332,Budget,83,American,3.3,836,Main,19,False,True,4,False
221,San Diego,5,12.391883900082313,Budget,60,Thai,4.4,1809,Dessert,15,False,False,3,True
503,San Jose,6,5.084758718085493,Premium,26,Thai,3.8,679,Main,8,False,False,3,True
775,Chicago,7,20.905829208276423,Budget,199,Mexican,3.5,1174,Drink,20,False,True,1,False
510,Houston,2,17.018949544975783,Budget,21,Italian,4.6,1459,Main,9,False,False,1,False
127,Philadelphia,3,21.10210690508698,Premium,92,Greek,3.8,1381,Dessert,19,False,True,1,True
593,Los Angeles,6,9.36575696754516,Budget,74,Thai,4.3,71,Dessert,20,False,True,4,False
195,Dallas,8,18.607030719940703,Budget,196,Indian,4.3,37,Dessert,20,False,True,1,False
708,Chicago,6,14.589818839767652,Budget,15,American,3.6,856,Main,13,True,False,2,True
161,Phoenix,4,9.404556919527844,Budget,185,Mexican,4.3,1055,Main,18,False,True,5,True
157,Chicago,8,40.8641080504759,Premium,145,Korean,4.0,253,Drink,10,False,False,3,True
330,Dallas,7,6.7415974408266175,Budget,183,Thai,3.1,1396,Dessert,18,False,True,5,False
655,New York,8,6.6869056654545895,Budget,125,Korean,3.6,1941,Drink,15,False,False,3,False
701,Dallas,10,16.71764581172689,Premium,180,Chinese,4.3,1877,Dessert,10,False,False,2,False
968,Houston,7,10.649808413502111,Budget,125,Korean,3.6,424,Side,17,False,False,5,False
649,Phoenix,8,25.44515786319869,Premium,100,Mexican,4.0,1493,Dessert,15,False,False,4,True
404,New York,9,16.27811576558353,Budget,88,French,3.8,1052,Drink,8,False,False,4,True
574,Dallas,4,14.067815760541116,Premium,117,Japanese,3.6,1606,Main,18,False,True,1,True
562,San Diego,8,35.08299880819441,Premium,149,American,4.2,959,Main,13,True,False,4,True
734,Philadelphia,5,23.566302491127875,Budget,84,Japanese,3.4,1679,Drink,19,False,True,3,False
256,Houston,11,10.607839996627145,Budget,72,Italian,4.2,902,Drink,14,True,False,2,True
621,San Diego,9,13.493680517467524,Premium,79,American,4.3,358,Dessert,14,True,False,2,True
719,San Antonio,6,18.5114005066071,Premium,84,Japanese,3.4,1107,Dessert,11,True,False,5,False
441,Chicago,9,17.353916431718257,Budget,147,Greek,3.4,1481,Drink,13,True,False,1,True
484,Houston,6,18.359956323702857,Budget,103,French,3.4,1961,Dessert,14,True,False,5,False
385,San Diego,13,55.26582980360092,Premium,3,French,3.9,1471,Side,18,False,True,1,True
807,Houston,9,25.180222113132114,Budget,173,French,3.7,1460,Main,11,True,False,2,True
206,Houston,6,5.929705557271022,Budget,195,Indian,3.6,783,Main,13,True,False,5,False
2,Phoenix,4,29.480156163500403,Premium,122,Greek,4.1,670,Dessert,20,False,True,5,False
547,Houston,6,6.91480990196651,Budget,179,Japanese,4.2,1328,Main,10,False,False,2,True
338,San Jose,8,39.137527529757534,Budget,8,Mexican,4.0,1934,Side,22,False,False,1,True
296,Los Angeles,7,10.70325085071027,Budget,81,Korean,3.8,972,Side,21,False,True,3,False
97,Phoenix,8,15.649807143515648,Budget,79,American,4.3,939,Side,19,False,True,5,True
714,San Antonio,12,17.638780748361647,Premium,76,French,4.0,1018,Side,16,False,False,2,False
754,Philadelphia,5,4.491712848635995,Budget,30,Italian,4.3,1961,Side,16,False,False,2,True
113,Dallas,10,22.019791794354475,Premium,189,American,3.2,499,Drink,18,False,True,5,True
252,Los Angeles,4,8.34449846890079,Budget,49,Mexican,4.3,1243,Main,10,False,False,2,False
781,Los Angeles,3,20.099264616368853,Budget,62,Greek,3.9,1173,Side,17,False,False,4,False
15,Philadelphia,3,9.881109180628439,Premium,131,French,4.4,208,Drink,17,False,False,5,False
459,San Antonio,4,16.43473683937745,Budget,44,French,5.0,610,Dessert,12,True,False,4,True
712,Philadelphia,3,18.060201153705012,Premium,2,Japanese,3.2,878,Side,20,False,True,4,False
148,Los Angeles,3,15.650716078571666,Budget,141,Mexican,4.9,1464,Drink,14,True,False,5,True
354,New York,8,17.294147380583862,Budget,70,Japanese,4.2,1843,Main,9,False,False,3,False
486,Chicago,4,14.119626404245984,Premium,164,French,4.1,726,Main,12,True,False,4,False
143,Los Angeles,4,19.35175833648577,Premium,66,Chinese,3.8,650,Drink,13,True,False,2,False
954,New York,6,4.100119558531982,Budget,193,Greek,3.1,730,Side,21,False,True,3,False
970,New York,2,27.615300385513024,Budget,101,French,4.2,1532,Dessert,20,False,True,4,True
745,San Diego,6,12.462769228767884,Budget,76,French,4.0,1243,Main,16,False,False,3,False
802,San Diego,10,13.054009375111793,Budget,135,French,4.8,946,Side,21,False,True,2,False
525,Phoenix,6,13.12416303815921,Budget,108,French,4.2,1800,Main,15,False,False,1,False
506,San Jose,3,28.856876695513456,Budget,130,Greek,4.1,1627,Dessert,21,False,True,3,True
574,Dallas,4,14.067815760541116,Premium,96,Japanese,4.3,1312,Dessert,16,False,False,5,False
1000,Houston,6,10.90363754642228,Premium,94,Chinese,5.0,62,Drink,19,False,True,2,True
147,Chicago,11,6.034059725315738,Budget,195,Indian,3.6,1388,Main,19,False,True,5,False
383,New York,5,15.152263283853465,Premium,59,Korean,4.2,960,Dessert,13,True,False,3,False
669,Los Angeles,3,21.988759069362146,Premium,95,American,3.4,1688,Dessert,17,False,False,4,False
523,Phoenix,9,17.57093385610066,Budget,113,Chinese,3.0,1906,Dessert,8,False,False,3,False
308,Philadelphia,7,32.34428272864616,Premium,18,Korean,4.4,27,Side,21,False,True,1,True
463,Los Angeles,5,10.122351015922607,Budget,69,French,4.2,717,Side,11,True,False,2,False
260,San Antonio,7,13.127900478421283,Premium,85,Indian,4.1,165,Drink,21,False,True,2,True
469,San Antonio,4,12.777324796892392,Budget,191,Greek,4.0,1126,Drink,14,True,False,1,False
618,San Jose,5,15.700781118960183,Budget,92,Greek,3.8,1919,Dessert,9,False,False,1,True
599,San Diego,7,16.11561263123108,Budget,149,American,4.2,548,Drink,15,False,False,5,False
166,Phoenix,8,44.20008180535106,Premium,42,Mexican,4.0,690,Dessert,8,False,False,5,False
78,Los Angeles,8,8.336389898654726,Premium,167,Thai,4.8,1430,Side,17,False,False,2,True
397,Phoenix,5,3.3131290384583196,Budget,75,Indian,3.7,1863,Dessert,11,True,False,4,True
795,Philadelphia,6,28.367279284056952,Premium,4,Chinese,4.4,457,Drink,8,False,False,2,False
353,Dallas,5,18.58839942061684,Premium,68,Mexican,4.1,706,Dessert,9,False,False,1,False
200,Philadelphia,7,15.275762865578624,Budget,68,Mexican,4.1,154,Dessert,14,True,False,3,True
632,Chicago,6,8.85390528418468,Budget,159,Japanese,4.1,1415,Side,20,False,True,4,False
418,Los Angeles,7,11.282556500679414,Budget,42,Mexican,4.0,1265,Dessert,22,False,False,1,True
803,San Diego,5,14.958430331311474,Budget,139,Italian,3.8,491,Main,17,False,False,1,True
257,Chicago,8,11.621003704096408,Budget,155,Korean,3.9,1467,Main,16,False,False,1,True
345,Dallas,6,21.600027639022514,Budget,106,Thai,3.9,112,Drink,19,False,True,2,True
565,New York,11,8.434650407376031,Budget,158,Thai,4.2,541,Drink,12,True,False,4,False
214,San Antonio,6,15.183926010258403,Budget,30,Italian,4.3,1721,Drink,22,False,False,4,True
179,Chicago,5,40.4883039447978,Budget,59,Korean,4.2,1382,Main,13,True,False,4,False
69,Dallas,7,4.212482485163283,Budget,194,Thai,4.2,89,Side,22,False,False,2,True
78,Los Angeles,8,8.336389898654726,Premium,108,French,4.2,182,Dessert,9,False,False,5,False
167,San Diego,5,9.582457337650295,Budget,146,Italian,3.7,803,Main,12,True,False,5,True
794,New York,8,9.68599165036572,Budget,118,Chinese,5.0,1680,Dessert,11,True,False,2,True
589,San Diego,8,10.10378253351096,Budget,137,Greek,5.0,260,Dessert,21,False,True,3,True
59,New York,4,4.28444544391434,Budget,41,French,3.4,1981,Drink,11,True,False,4,True
323,San Antonio,3,5.21454224245882,Budget,88,French,3.8,1430,Side,17,False,False,2,False
521,Philadelphia,5,13.66253020392252,Budget,16,Italian,4.4,1640,Side,11,True,False,1,False
746,Houston,2,16.10561890808131,Budget,51,American,3.9,350,Dessert,14,True,False,3,True
548,Chicago,2,14.471452050539535,Budget,195,Indian,3.6,1753,Drink,19,False,True,1,False
342,San Diego,11,14.485046344169328,Premium,110,Indian,3.7,328,Drink,16,False,False,2,False
385,San Diego,13,55.26582980360092,Premium,17,Chinese,4.1,359,Side,18,False,True,3,True
437,Phoenix,5,9.520416413876822,Budget,19,Indian,4.0,365,Side,15,False,False,2,False
763,San Antonio,3,36.97128196660009,Premium,89,American,3.8,809,Dessert,20,False,True,4,False
35,San Antonio,7,18.876802845348436,Premium,92,Greek,3.8,1047,Main,19,False,True,1,True
231,Los Angeles,7,41.780879971288485,Budget,92,Greek,3.8,208,Side,11,True,False,1,False
822,Los Angeles,8,11.973845003797955,Budget,168,Mexican,3.1,388,Side,22,False,False,5,False
939,Philadelphia,6,20.94917198130699,Budget,129,Japanese,2.9,1354,Drink,22,False,False,4,False
4,Dallas,5,15.162969455087836,Premium,150,Italian,4.3,1868,Main,10,False,False,4,False
222,Dallas,5,8.289696718579371,Budget,55,American,3.0,656,Dessert,19,False,True,3,True
808,Philadelphia,5,12.268986217919004,Budget,111,Indian,4.5,1760,Dessert,12,True,False,2,False
648,San Jose,7,11.300856345119557,Budget,103,French,3.4,829,Main,21,False,True,1,True
100,Houston,5,18.153586732250346,Budget,175,Thai,4.9,714,Dessert,17,False,False,4,True
802,San Diego,10,13.054009375111793,Budget,43,Greek,4.6,1714,Main,20,False,True,4,False
200,Philadelphia,7,15.275762865578624,Budget,181,Mexican,4.3,1181,Drink,11,True,False,5,False
4,Dallas,5,15.162969455087836,Premium,100,Mexican,4.0,1808,Side,19,False,True,3,False
535,Phoenix,6,21.748331294032415,Budget,53,Italian,3.7,378,Drink,12,True,False,2,False
534,Philadelphia,7,10.420646767873558,Budget,198,Japanese,4.8,524,Main,15,False,False,5,False
654,Phoenix,5,20.571889689526913,Budget,186,Indian,3.4,459,Side,11,True,False,3,False
323,San Antonio,3,5.21454224245882,Budget,34,Korean,3.6,1643,Drink,19,False,True,5,False
26,Los Angeles,6,12.607369039445244,Budget,58,Mexican,3.7,363,Main,8,False,False,4,False
133,Houston,7,9.300983617093413,Budget,180,Chinese,4.3,776,Main,19,False,True,5,True
633,San Antonio,3,9.539363756548072,Premium,82,Italian,2.8,1184,Side,15,False,False,3,False
862,Houston,6,13.137299596972865,Budget,56,Korean,4.3,1771,Side,21,False,True,5,True
818,Chicago,3,10.43510020232656,Budget,188,Italian,4.9,1856,Side,17,False,False,5,False
742,San Jose,5,26.724739330926045,Premium,3,French,3.9,436,Main,17,False,False,3,True
826,Phoenix,7,7.188238597676775,Budget,26,Thai,3.8,1321,Dessert,12,True,False,4,False
573,Chicago,8,7.841779860891344,Budget,109,Greek,3.2,109,Dessert,20,False,True,4,False
798,Los Angeles,5,7.718303147663253,Budget,83,American,3.3,701,Dessert,17,False,False,5,False
948,San Jose,8,5.761954071481502,Budget,34,Korean,3.6,1807,Side,18,False,True,5,False
715,San Jose,6,5.43063791232243,Budget,44,French,5.0,38,Main,9,False,False,4,False
598,San Jose,8,11.730205689367445,Budget,106,Thai,3.9,719,Side,16,False,False,2,False
914,San Antonio,3,14.337161226828957,Premium,149,American,4.2,729,Drink,11,True,False,5,True
